Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count
49.272653,-123.135932,DURANLEAU ST & FORESHORE WALK & JOHNSTON ST,VANCOUVER,PDO,2019,1
49.261557,-123.094966,E 10TH AVE & GUELPH ST,VANCOUVER,PDO,2019,1
49.261305,-123.062049,E 10TH AVE & LAKEWOOD DR,VANCOUVER,PDO,2019,1
49.262072,-123.104917,E 10TH AVE & ONTARIO ST & W 10TH AVE,VANCOUVER,PDO,2019,1
49.261499,-123.087191,E 10TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.261934,-123.096061,E 10TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.261543,-123.093016,E 10TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.260558,-123.081425,E 11TH AVE & GLEN DR,VANCOUVER,PDO,2019,1
49.261162,-123.104983,E 11TH AVE & ONTARIO ST & W 11TH AVE,VANCOUVER,PDO,2019,1
49.26105,-123.096141,E 11TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.261142,-123.103045,E 11TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.261106,-123.100391,E 11TH AVE & WATSON ST,VANCOUVER,PDO,2019,1
49.260568,-123.08334,E 11TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.260483,-123.073675,E 11TH AVE & WOODLAND DR,VANCOUVER,PDO,2019,1
49.260192,-123.100446,E 12TH AVE & WATSON ST,VANCOUVER,PDO,2019,1
49.258766,-123.081458,E 13TH AVE & GLEN DR,VANCOUVER,PDO,2019,1
49.259246,-123.095697,E 13TH AVE & KINGSWAY,VANCOUVER,PDO,2019,1
49.259353,-123.105052,E 13TH AVE & ONTARIO ST & W 13TH AVE,VANCOUVER,PDO,2019,1
49.259277,-123.09834,E 13TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.259295,-123.093059,E 13TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.25878,-123.083361,E 13TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.257235,-123.033787,E 14TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.257722,-123.065989,E 14TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.257258,-123.089271,E 15TH AVE & FRASER ST & TURNING LANE,VANCOUVER,PDO,2019,1
49.256775,-123.079781,E 15TH AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.256442,-123.056619,E 15TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.257079,-123.087318,E 15TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.257442,-123.096442,E 15TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.257533,-123.103185,E 15TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.256314,-123.044324,E 15TH AVE & RENFREW ST,VANCOUVER,PDO,2019,1
49.257499,-123.100607,E 15TH AVE & WATSON ST,VANCOUVER,PDO,2019,1
49.255433,-123.047034,E 16TH AVE & KASLO ST,VANCOUVER,PDO,2019,1
49.255564,-123.033851,E 16TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.256218,-123.066056,E 16TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.256572,-123.100658,E 16TH AVE & WATSON ST,VANCOUVER,PDO,2019,1
49.256329,-123.0836,E 16TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.255086,-123.058283,E 17TH AVE & GARDEN DR,VANCOUVER,PDO,2019,1
49.255708,-123.103295,E 17TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.254735,-123.033798,E 17TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.255394,-123.083634,E 17TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.254461,-123.079837,E 18TH AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.254027,-123.047046,E 18TH AVE & KASLO ST,VANCOUVER,PDO,2019,1
49.253488,-123.056592,E 18TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.254041,-123.052166,E 18TH AVE & PENTICTON ST,VANCOUVER,PDO,2019,1
49.254581,-123.087565,E 18TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.254728,-123.096543,E 18TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.25402,-123.044352,E 18TH AVE & RENFREW ST,VANCOUVER,PDO,2019,1
49.254759,-123.098501,E 18TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.254002,-123.036569,E 18TH AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.253588,-123.081781,E 19TH AVE & GLEN DR,VANCOUVER,PDO,2019,1
49.253154,-123.039092,E 19TH AVE & LILLOOET ST,VANCOUVER,PDO,2019,1
49.253792,-123.100871,E 19TH AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.253775,-123.104816,E 19TH AVE & ONTARIO ST & W 19TH AVE,VANCOUVER,PDO,2019,1
49.253723,-123.102825,E 19TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.253846,-123.098532,E 19TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.254149,-123.066101,E 19TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.253621,-123.083729,E 19TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.268378,-123.097383,E 1ST AVE & SCOTIA ST,VANCOUVER,PDO,2019,1
49.26951,-123.059945,E 1ST AVE & TEMPLETON DR,VANCOUVER,PDO,2019,1
49.26763,-123.094902,E 1ST AVE & THORNTON ST,VANCOUVER,PDO,2019,1
49.252533,-123.071965,E 20TH AVE & FLEMING ST,VANCOUVER,PDO,2019,1
49.252358,-123.047058,E 20TH AVE & KASLO ST,VANCOUVER,PDO,2019,1
49.252375,-123.049603,E 20TH AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.25249,-123.069378,E 20TH AVE & WELWYN ST,VANCOUVER,PDO,2019,1
49.251697,-123.075996,E 21ST AVE & KNIGHT ST,VANCOUVER,PDO,2019,1
49.251525,-123.056597,E 21ST AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.251828,-123.10288,E 21ST AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.251548,-123.049608,E 21ST AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.251486,-123.036595,E 21ST AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.251008,-123.090078,E 22ND AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.250642,-123.025373,E 22ND AVE & GLENDALE ST,VANCOUVER,PDO,2019,1
49.250631,-123.054583,E 22ND AVE & KAMLOOPS ST,VANCOUVER,PDO,2019,1
49.250638,-123.026252,E 22ND AVE & KOOTENAY ST & WORTHINGTON DR,VANCOUVER,PDO,2019,1
49.25061,-123.039103,E 22ND AVE & LILLOOET ST,VANCOUVER,PDO,2019,1
49.250604,-123.036601,E 22ND AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.249717,-123.05459,E 23RD AVE & KAMLOOPS ST,VANCOUVER,PDO,2019,1
49.249892,-123.076132,E 23RD AVE & KNIGHT ST,VANCOUVER,PDO,2019,1
49.2497,-123.05662,E 23RD AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.2502,-123.09671,E 23RD AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.250285,-123.102901,E 23RD AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.249712,-123.049626,E 23RD AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.249435,-123.101047,E 24TH AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.249569,-123.104976,E 24TH AVE & ONTARIO ST,VANCOUVER,PDO,2019,1
49.248768,-123.033816,E 24TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.248802,-123.049639,E 24TH AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.24927,-123.094044,E 24TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.248768,-123.036567,E 24TH AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.247891,-123.028534,E 25TH AVE & SKEENA ST,VANCOUVER,PDO,2019,1
49.247928,-123.049639,E 25TH AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.247624,-123.080079,E 26TH AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.247107,-123.056654,E 26TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.247516,-123.051894,E 26TH AVE & PENTICTON ST,VANCOUVER,PDO,2019,1
49.247052,-123.028538,E 26TH AVE & SKEENA ST,VANCOUVER,PDO,2019,1
49.247108,-123.036634,E 26TH AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.246263,-123.054253,E 27TH AVE & KAMLOOPS ST,VANCOUVER,PDO,2019,1
49.246234,-123.033843,E 27TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.246275,-123.049652,E 27TH AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.246565,-123.085841,E 27TH AVE & ST CATHERINES ST,VANCOUVER,PDO,2019,1
49.245646,-123.097368,E 28TH AVE & JOHN ST,VANCOUVER,PDO,2019,1
49.245418,-123.047115,E 28TH AVE & KASLO ST,VANCOUVER,PDO,2019,1
49.245807,-123.065148,E 28TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.245709,-123.100582,E 28TH AVE & WATSON ST,VANCOUVER,PDO,2019,1
49.24452,-123.036981,E 29TH AVE & MANOR ST,VANCOUVER,PDO,2019,1
49.244776,-123.09688,E 29TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.2445,-123.102552,E 29TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.244512,-123.035527,E 29TH AVE & REID ST,VANCOUVER,PDO,2019,1
49.244447,-123.09994,E 29TH AVE & WALDEN ST,VANCOUVER,PDO,2019,1
49.244518,-123.036658,E 29TH AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.268484,-123.054704,E 2ND AVE & KAMLOOPS ST,VANCOUVER,PDO,2019,1
49.268636,-123.061894,E 2ND AVE & LAKEWOOD DR,VANCOUVER,PDO,2019,1
49.268471,-123.03897,E 2ND AVE & LILLOOET ST,VANCOUVER,PDO,2019,1
49.268573,-123.056624,E 2ND AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.268653,-123.063837,E 2ND AVE & SEMLIN DR,VANCOUVER,PDO,2019,1
49.242793,-123.062644,E 30TH AVE & E 31ST AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.24375,-123.064524,E 30TH AVE & SIDNEY ST,VANCOUVER,PDO,2019,1
49.243242,-123.098717,E 30TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.244062,-123.065231,E 30TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.242497,-123.080209,E 31ST AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.241503,-123.064074,E 32ND AVE & LITTLE ST,VANCOUVER,PDO,2019,1
49.241695,-123.087907,E 32ND AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.239786,-123.062889,E 33RD AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.240546,-123.10409,E 33RD AVE & JAMES ST,VANCOUVER,PDO,2019,1
49.240287,-123.087931,E 33RD AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.239791,-123.054406,E 33RD AVE & SLOCAN ST,VANCOUVER,PDO,2019,1
49.240459,-123.098823,E 33RD AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.24028,-123.08684,E 33RD AVE & ST CATHERINES ST,VANCOUVER,PDO,2019,1
49.240531,-123.103418,E 33RD AVE & UNNAMED LANE,VANCOUVER,PDO,2019,1
49.240484,-123.100112,E 33RD AVE & WALDEN ST,VANCOUVER,PDO,2019,1
49.239359,-123.076513,E 34TH AVE & KNIGHT ST,VANCOUVER,PDO,2019,1
49.238069,-123.062099,E 35TH AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.238535,-123.076713,E 35TH AVE & KNIGHT ST,VANCOUVER,PDO,2019,1
49.239097,-123.103469,E 35TH AVE & QUEBEC ST & UNNAMED LANE,VANCOUVER,PDO,2019,1
49.238248,-123.08464,E 35TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.235829,-123.048849,E 38TH AVE & EARLES ST,VANCOUVER,PDO,2019,1
49.23569,-123.090494,E 38TH AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.234746,-123.07284,E 39TH AVE & FLEMING ST,VANCOUVER,PDO,2019,1
49.234823,-123.079738,E 39TH AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.234876,-123.0588,E 39TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.235458,-123.103625,E 39TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.267581,-123.0415,E 3RD AVE & NOOTKA ST,VANCOUVER,PDO,2019,1
49.267759,-123.065803,E 3RD AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.267567,-123.036461,E 3RD AVE & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.233878,-123.058808,E 40TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.232731,-123.075681,E 41ST AVE & LANARK ST,VANCOUVER,PDO,2019,1
49.23276,-123.050174,E 41ST AVE & RHODES ST,VANCOUVER,PDO,2019,1
49.233007,-123.098603,E 41ST AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.23282,-123.056593,E 41ST AVE & ST MARGARETS ST,VANCOUVER,PDO,2019,1
49.231708,-123.101446,E 42ND AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.231707,-123.10366,E 42ND AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.23044,-123.065567,E 43RD AVE & E 44TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.231119,-123.040232,E 43RD AVE & KERR ST,VANCOUVER,PDO,2019,1
49.231098,-123.097314,E 43RD AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.2311,-123.043145,E 43RD AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.2303,-123.048821,E 44TH AVE & EARLES ST,VANCOUVER,PDO,2019,1
49.230288,-123.05988,E 44TH AVE & STIRLING ST,VANCOUVER,PDO,2019,1
49.229289,-123.045961,E 45TH AVE & KILLARNEY ST,VANCOUVER,PDO,2019,1
49.229259,-123.034398,E 45TH AVE & LATTA ST,VANCOUVER,PDO,2019,1
49.229444,-123.105741,E 45TH AVE & ONTARIO ST & W 45TH AVE,VANCOUVER,PDO,2019,1
49.229336,-123.099486,E 45TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.22849,-123.059063,E 46TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.228405,-123.09741,E 46TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.228443,-123.050137,E 46TH AVE & VIVIAN ST,VANCOUVER,PDO,2019,1
49.227341,-123.08796,E 47TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.226404,-123.032195,E 47TH AVE & TYNE ST,VANCOUVER,PDO,2019,1
49.226257,-123.062297,E 48TH AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.226163,-123.080045,E 48TH AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.225475,-123.04101,E 48TH AVE & KERR ST,VANCOUVER,PDO,2019,1
49.225886,-123.045635,E 48TH AVE & KILLARNEY ST,VANCOUVER,PDO,2019,1
49.226239,-123.059134,E 48TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.226629,-123.097481,E 48TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.226646,-123.099531,E 48TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.225386,-123.083865,E 49TH AVE & ELGIN ST,VANCOUVER,PDO,2019,1
49.225257,-123.073161,E 49TH AVE & FLEMING ST,VANCOUVER,PDO,2019,1
49.225113,-123.062365,E 49TH AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.224698,-123.038827,E 49TH AVE & MCKINNON ST,VANCOUVER,PDO,2019,1
49.225689,-123.103805,E 49TH AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.224754,-123.047213,E 49TH AVE & RALEIGH ST,VANCOUVER,PDO,2019,1
49.225375,-123.082822,E 49TH AVE & ROSS ST,VANCOUVER,PDO,2019,1
49.224733,-123.044154,E 49TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.225407,-123.086624,E 49TH AVE & ST CATHERINES ST,VANCOUVER,PDO,2019,1
49.225524,-123.09408,E 49TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.266645,-123.025703,E 4TH AVE & KOOTENAY ST,VANCOUVER,PDO,2019,1
49.266674,-123.05214,E 4TH AVE & PENTICTON ST,VANCOUVER,PDO,2019,1
49.266666,-123.04427,E 4TH AVE & RENFREW ST,VANCOUVER,PDO,2019,1
49.266635,-123.033726,E 4TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.224533,-123.09199,E 50TH AVE & FREDERICK ST,VANCOUVER,PDO,2019,1
49.224638,-123.097542,E 50TH AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.223211,-123.054786,E 51ST AVE & ELLIOTT ST,VANCOUVER,PDO,2019,1
49.223098,-123.062494,E 51ST AVE & GLADSTONE ST,VANCOUVER,PDO,2019,1
49.223427,-123.080118,E 51ST AVE & INVERNESS ST,VANCOUVER,PDO,2019,1
49.223054,-123.059194,E 51ST AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.223428,-123.065811,E 51ST AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.222707,-123.094174,E 52ND AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.221868,-123.09087,E 53RD AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.221988,-123.103916,E 53RD AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.221876,-123.082961,E 53RD AVE & ROSS ST & UNNAMED LANE,VANCOUVER,PDO,2019,1
49.22075,-123.090891,E 54TH AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.220197,-123.045942,E 54TH AVE & KILLARNEY ST,VANCOUVER,PDO,2019,1
49.220181,-123.042845,E 54TH AVE & LANCASTER ST,VANCOUVER,PDO,2019,1
49.221053,-123.101785,E 54TH AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.220203,-123.059361,E 54TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.220206,-123.047516,E 54TH AVE & RALEIGH ST,VANCOUVER,PDO,2019,1
49.22016,-123.039345,E 54TH AVE & SAINT JULIEN MEWS,VANCOUVER,PDO,2019,1
49.220912,-123.094206,E 54TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.220183,-123.050586,E 54TH AVE & VIVIAN DR & VIVIAN ST,VANCOUVER,PDO,2019,1
49.220194,-123.05276,E 54TH AVE & WALES ST,VANCOUVER,PDO,2019,1
49.219962,-123.090903,E 55TH AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.219195,-123.094851,E 56TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.218235,-123.087804,E 57TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.218232,-123.048874,E 57TH AVE & ROSEMONT DR,VANCOUVER,PDO,2019,1
49.218198,-123.08306,E 57TH AVE & ROSS ST,VANCOUVER,PDO,2019,1
49.218165,-123.081595,E 57TH AVE & SHERBROOKE ST,VANCOUVER,PDO,2019,1
49.217718,-123.106216,E 58TH AVE & ONTARIO ST,VANCOUVER,PDO,2019,1
49.216505,-123.041476,E 59TH AVE & KERR ST,VANCOUVER,PDO,2019,1
49.2165,-123.087872,E 59TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.216451,-123.083106,E 59TH AVE & ROSS ST,VANCOUVER,PDO,2019,1
49.265659,-123.033739,E 5TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.26616,-123.092929,E 5TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.215934,-123.106233,E 60TH AVE & ONTARIO ST & W 60TH AVE,VANCOUVER,PDO,2019,1
49.215578,-123.087916,E 60TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.215001,-123.102023,E 61ST AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.214765,-123.087923,E 61ST AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.214502,-123.066021,E 61ST AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.213835,-123.069556,E 62ND AVE & JASPER CRES,VANCOUVER,PDO,2019,1
49.214247,-123.102053,E 62ND AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.213886,-123.088029,E 62ND AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.213824,-123.085695,E 62ND AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.212843,-123.067862,E 63RD AVE & JASPER CRES,VANCOUVER,PDO,2019,1
49.213322,-123.106504,E 63RD AVE & ONTARIO ST & W 63RD AVE,VANCOUVER,PDO,2019,1
49.213432,-123.097883,E 63RD AVE & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.212914,-123.085702,E 63RD AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.21255,-123.102136,E 64TH AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.212627,-123.100255,E 64TH AVE & SOPHIA ST,VANCOUVER,PDO,2019,1
49.211423,-123.066072,E 64TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.211991,-123.085732,E 64TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.265222,-123.089089,E 6TH AVE & FRASER ST,VANCOUVER,PDO,2019,1
49.265063,-123.073597,E 6TH AVE & GRANDVIEW HWY N & WOODLAND DR,VANCOUVER,PDO,2019,1
49.264887,-123.056586,E 6TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.264768,-123.052174,E 6TH AVE & PENTICTON ST,VANCOUVER,PDO,2019,1
49.265204,-123.087132,E 6TH AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.264705,-123.033749,E 6TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.265464,-123.098855,E 6TH AVE & SCOTIA ST,VANCOUVER,PDO,2019,1
49.264269,-123.081324,E 7TH AVE & GLEN DR,VANCOUVER,PDO,2019,1
49.26421,-123.075559,E 7TH AVE & MCLEAN DR,VANCOUVER,PDO,2019,1
49.263851,-123.041544,E 7TH AVE & NOOTKA ST,VANCOUVER,PDO,2019,1
49.263866,-123.044319,E 7TH AVE & RENFREW ST,VANCOUVER,PDO,2019,1
49.263816,-123.033756,E 7TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.263361,-123.081331,E 8TH AVE & GLEN DR,VANCOUVER,PDO,2019,1
49.26347,-123.094904,E 8TH AVE & GUELPH ST,VANCOUVER,PDO,2019,1
49.263065,-123.056571,E 8TH AVE & NANAIMO ST,VANCOUVER,PDO,2019,1
49.262927,-123.041552,E 8TH AVE & NOOTKA ST,VANCOUVER,PDO,2019,1
49.262904,-123.03375,E 8TH AVE & RUPERT ST,VANCOUVER,PDO,2019,1
49.263455,-123.092984,E 8TH AVE & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.263241,-123.065886,E 8TH AVE & VICTORIA DR,VANCOUVER,PDO,2019,1
49.263375,-123.083294,E 8TH AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.261899,-123.039083,E BROADWAY & LILLOOET ST,VANCOUVER,PDO,2019,1
49.262376,-123.075584,E BROADWAY & MCLEAN DR,VANCOUVER,PDO,2019,1
49.262469,-123.087187,E BROADWAY & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.262455,-123.085264,E BROADWAY & ST CATHERINES ST,VANCOUVER,PDO,2019,1
49.262891,-123.100284,E BROADWAY & WATSON ST,VANCOUVER,PDO,2019,1
49.282097,-123.089494,E CORDOVA ST & HEATLEY AVE,VANCOUVER,PDO,2019,1
49.278531,-123.097066,E GEORGIA ST & GORE AVE,VANCOUVER,PDO,2019,1
49.278265,-123.038849,E GEORGIA ST & LILLOOET ST,VANCOUVER,PDO,2019,1
49.287523,-123.030828,E HASTINGS ST OFFRAMP & TRANS-CANADA HWY OFFRAMP,VANCOUVER,PDO,2019,1
49.209377,-123.077138,E KENT AVE N & KNIGHT ST BRIDGE,VANCOUVER,PDO,2019,1
49.206861,-123.106851,E KENT AVE N & ONTARIO ST & W KENT AVE N,VANCOUVER,PDO,2019,1
49.207942,-123.094045,E KENT AVE N & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.207477,-123.066156,E KENT AVE N & VICTORIA DR,VANCOUVER,PDO,2019,1
49.207903,-123.091185,E KENT AVE S & FRASER ST,VANCOUVER,PDO,2019,1
49.207302,-123.098547,E KENT AVE S & PRINCE EDWARD ST,VANCOUVER,PDO,2019,1
49.207693,-123.094046,E KENT AVE S & ST GEORGE ST,VANCOUVER,PDO,2019,1
49.207223,-123.066163,E KENT AVE S & VICTORIA DR,VANCOUVER,PDO,2019,1
49.248613,-123.087735,E KING EDWARD AVE & PRINCE ALBERT ST,VANCOUVER,PDO,2019,1
49.248805,-123.103194,E KING EDWARD AVE & QUEBEC ST,VANCOUVER,PDO,2019,1
49.248578,-123.083892,E KING EDWARD AVE & WINDSOR ST,VANCOUVER,PDO,2019,1
49.280157,-123.087211,E PENDER ST & HAWKS AVE,VANCOUVER,PDO,2019,1
49.280271,-123.093473,E PENDER ST & JACKSON AVE,VANCOUVER,PDO,2019,1
49.280198,-123.038845,E PENDER ST & LILLOOET ST,VANCOUVER,PDO,2019,1
49.280325,-123.07412,E PENDER ST & MCLEAN DR,VANCOUVER,PDO,2019,1
49.280232,-123.091524,E PENDER ST & PRINCESS AVE,VANCOUVER,PDO,2019,1
49.280211,-123.02833,E PENDER ST & SKEENA ST,VANCOUVER,PDO,2019,1
49.280234,-123.059778,E PENDER ST & TEMPLETON DR,VANCOUVER,PDO,2019,1
49.280199,-123.031991,E PENDER ST & UNNAMED LANE,VANCOUVER,PDO,2019,1
49.280197,-123.036197,E PENDER ST & WINDERMERE ST,VANCOUVER,PDO,2019,1
49.233587,-123.101542,E WOODSTOCK AVE & MAIN ST,VANCOUVER,PDO,2019,1
49.243075,-123.043582,EARLES ST & VANNESS AVE,VANCOUVER,PDO,2019,1
49.224552,-123.152971,EAST BOULEVARD & MAPLE ST,VANCOUVER,PDO,2019,1
49.208577,-123.144232,EAST BOULEVARD & SW MARINE DR,VANCOUVER,PDO,2019,1
49.232705,-123.155062,EAST BOULEVARD & W 43RD AVE,VANCOUVER,PDO,2019,1
49.231849,-123.155098,EAST BOULEVARD & W 44TH AVE,VANCOUVER,PDO,2019,1
49.230857,-123.155138,EAST BOULEVARD & W 45TH AVE,VANCOUVER,PDO,2019,1
49.21235,-123.146072,EAST BOULEVARD & W 65TH AVE,VANCOUVER,PDO,2019,1
49.251522,-123.152535,EAST BOULEVARD & W KING EDWARD AVE,VANCOUVER,PDO,2019,1
49.246946,-123.154756,EDDINGTON DR & YEW ST,VANCOUVER,PDO,2019,1
49.284991,-123.124252,EIHU LANE & THURLOW ST,VANCOUVER,PDO,2019,1
49.206162,-123.05682,ELLIOTT ST & QUAYSIDE CRT,VANCOUVER,PDO,2019,1
49.244183,-123.164245,ELM ST & W 31ST AVE,VANCOUVER,PDO,2019,1
49.23656,-123.16412,ELM ST & W 39TH AVE,VANCOUVER,PDO,2019,1
